"sw_identity","spelling","article","ver_string","dev_string","cit_string","url_string","ext_string","rel_string","lic_string","abb_string","alt_string"
"https://www.wikidata.org/wiki/Q11272","Excel","http://data.gesis.org/somesci/PMC5862520",,"Microsoft",,,,"2010",,,
"https://www.wikidata.org/wiki/Q1406","Win","http://data.gesis.org/somesci/PMC5908082","7",,,,,"64 bit",,,
"https://www.wikidata.org/wiki/Q41566485","SPM","http://data.gesis.org/somesci/PMC5908080","8","Wellcome Department of Cognitive Neurology",,"http://www.fil.ion.ucl.ac.uk/spm",,,,,
"http://intergrowth21.ndog.ox.ac.uk","Newborn Size Application","http://data.gesis.org/somesci/PMC5858755",,"INTERGROWTH-21st",,"http://intergrowth21.ndog.ox.ac.uk/",,,,,
"https://www.wikidata.org/wiki/Q513297","ArcGIS","http://data.gesis.org/somesci/PMC5811218","10.2.2",,,"www.esri.com",,,,,
"https://github.com/batxes/4Cin","4Cin","http://data.gesis.org/somesci/PMC5862518",,,,"https://hub.docker.com/r/batxes/4cin_ubuntu/",,,,,
"https://www.wikidata.org/wiki/Q1153889","DIVA-GIS","http://data.gesis.org/somesci/PMC5862520",,,,"http://www.diva-gis.org/",,,,,
"https://github.com/phoenixding/idrem","iDREM","http://data.gesis.org/somesci/PMC5868853",,,,"https://github.com/phoenixding/idrem",,,,,
"https://www.altmetric.com/products/free-tools/bookmarklet","Altmetric","http://data.gesis.org/somesci/PMC5886419",,,,"https://www.altmetric.com/products/free-tools/bookmarklet/",,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS Statistics","http://data.gesis.org/somesci/PMC5875891","20.0","IBM","[94]",,,,,,
"https://www.wikidata.org/wiki/Q1204300","STATA","http://data.gesis.org/somesci/PMC5744934","12.0",,"[28]",,,,,,
"https://www.wikidata.org/wiki/Q1204300","Stata","http://data.gesis.org/somesci/PMC5747435","12",,"[21]",,,,,,
"https://www.wikidata.org/wiki/Q206904","R","http://data.gesis.org/somesci/PMC5905982","3.2.2",,"[30]",,,,,,
"http://vcftools.sourceforge.net","vcftools","http://data.gesis.org/somesci/PMC5912749","0.1.11",,"[75]",,,,,,
"https://github.com/librosa/librosa","Librosa","http://data.gesis.org/somesci/PMC5734747",,,"[76]",,,,,,
"http://familygenomics.systemsbiology.net/grab","GRAB","http://data.gesis.org/somesci/PMC5912749",,,"[14]",,,,,,
"https://github.com/Washington-University/HCPpipelines/tree/master/MSMAll","MSM-All","http://data.gesis.org/somesci/PMC5922579",,,"[22]",,,,,,
"https://cran.r-project.org/package=fmsb","fmsb","http://data.gesis.org/somesci/PMC5905982",,,"[31]",,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS Statistics","http://data.gesis.org/somesci/PMC5737897","20","IBM",,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS Statistics","http://data.gesis.org/somesci/PMC5737897","20","IBM Corporation",,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC5749804","22.0","IBM",,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC5749804","22.0","IBM Corp.",,,,,,,
"https://www.wikidata.org/wiki/Q1204300","STATA","http://data.gesis.org/somesci/PMC5755789","13","StataCorp",,,,,,,
"https://www.wikidata.org/wiki/Q1204300","Stata","http://data.gesis.org/somesci/PMC5771614","13.1","StataCorp",,,,,,,
"https://www.wikidata.org/wiki/Q2003932","SAS","http://data.gesis.org/somesci/PMC5774789","9.4","SAS Institute Inc.",,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS Statistics","http://data.gesis.org/somesci/PMC5777644","20","IBM Inc.",,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS Statistics","http://data.gesis.org/somesci/PMC5777644","20","IBM",,,,,,,
"https://www.wikidata.org/wiki/Q7394951","SUDAAN","http://data.gesis.org/somesci/PMC5802430","11.0","RTI",,,,,,,
"https://www.wikidata.org/wiki/Q2003932","SAS","http://data.gesis.org/somesci/PMC5819792","9.3","SAS Institute Inc.",,,,,,,
"https://www.wikidata.org/wiki/Q1204300","Stata","http://data.gesis.org/somesci/PMC5819802","15.0","StataCorp",,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS Statistics","http://data.gesis.org/somesci/PMC5826529","18","IBM",,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC5832313","22","IBM Corp.",,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC5832313","22.0.0.2","IBM Corp.",,,,,,,
"https://training.cochrane.org/online-learning/core-software-cochrane-reviews/revman","Review Manager","http://data.gesis.org/somesci/PMC5860757","5.3","Cochrane Collaboration",,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS Statistics","http://data.gesis.org/somesci/PMC5862520","20","IBM",,,,,,,
"https://www.wikidata.org/wiki/Q2003932","SAS","http://data.gesis.org/somesci/PMC5865738","9.3","SAS Institute",,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC5874058","24.0J","IBM Japan",,,,,,,
"https://www.wikidata.org/wiki/Q2003932","SAS","http://data.gesis.org/somesci/PMC5877873","9.4","SAS Inc.",,,,,,,
"https://www.wikidata.org/wiki/Q2003932","SAS","http://data.gesis.org/somesci/PMC5941044","9.2","SAS Institute Inc.",,,,,,,
"https://www.wikidata.org/wiki/Q1204300","STATA","http://data.gesis.org/somesci/PMC5957384","14.1","STATA Corp.",,,,,,,
"https://www.wikidata.org/wiki/Q2407","C++","http://data.gesis.org/somesci/PMC5720828","14",,,,,,,,
"https://www.wikidata.org/wiki/Q1204300","Stata","http://data.gesis.org/somesci/PMC5730220","12",,,,,,,,
"https://www.wikidata.org/wiki/Q2003932","SAS","http://data.gesis.org/somesci/PMC5739404","9.4",,,,,,,,
"https://www.wikidata.org/wiki/Q1204300","Stata","http://data.gesis.org/somesci/PMC5749676","14",,,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC5764283","16.0",,,,,,,,
"https://www.wikidata.org/wiki/Q1204300","Stata","http://data.gesis.org/somesci/PMC5805334","14.0",,,,,,,,
"https://www.wikidata.org/wiki/Q1329181","QGIS","http://data.gesis.org/somesci/PMC5862520","1.8.0",,,,,,,,
"https://www.wikidata.org/wiki/Q631011","ArcView","http://data.gesis.org/somesci/PMC5862520","3.2",,,,,,,,
"https://www.wikidata.org/wiki/Q206904","R","http://data.gesis.org/somesci/PMC5870943","3.3.0",,,,,,,,
"https://www.wikidata.org/wiki/Q1204300","STATA","http://data.gesis.org/somesci/PMC5874061","13.0",,,,,,,,
"https://www.wikidata.org/wiki/Q206904","R","http://data.gesis.org/somesci/PMC5875871","3.1.3",,,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC5884542","24.0",,,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC5889058","24",,,,,,,,
"https://www.wikidata.org/wiki/Q2003932","SAS","http://data.gesis.org/somesci/PMC5908082","9.1.3",,,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC5922557","23",,,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC5937997","24.0",,,,,,,,
"https://www.wikidata.org/wiki/Q1204300","Stata","http://data.gesis.org/somesci/PMC5967744","8",,,,,,,,
"https://github.com/ruolin/strawberry","Strawberry","http://data.gesis.org/somesci/PMC5720828",,,,,,,,,
"https://github.com/ruolin/strawberry","Strawberry","http://data.gesis.org/somesci/PMC5720828",,,,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC5737897",,,,,,,,,
"https://www.wikidata.org/wiki/Q1204300","Stata","http://data.gesis.org/somesci/PMC5841764",,,,,,,,,
"https://www.wikidata.org/wiki/Q595758","MinGW-w64","http://data.gesis.org/somesci/PMC5841829",,,,,,,,,
"https://github.com/MathCancer/PhysiCell","PhysiCell","http://data.gesis.org/somesci/PMC5841829",,,,,,,,,
"https://github.com/MathCancer/PhysiCell","PhysiCell","http://data.gesis.org/somesci/PMC5841829",,,,,,,,,
"https://github.com/batxes/4Cin","4Cin","http://data.gesis.org/somesci/PMC5862518",,,,,,,,,
"https://cran.r-project.org/package=mice","Mice","http://data.gesis.org/somesci/PMC5870943",,,,,,,,,
"https://cran.r-project.org/package=lattice","lattice","http://data.gesis.org/somesci/PMC5870943",,,,,,,,,
"https://cran.r-project.org/package=survival","Survival","http://data.gesis.org/somesci/PMC5870943",,,,,,,,,
"https://cran.r-project.org/package=mitml","mitml","http://data.gesis.org/somesci/PMC5870943",,,,,,,,,
"https://cran.r-project.org/package=survC1","survC1","http://data.gesis.org/somesci/PMC5870943",,,,,,,,,
"http://github.com/pughlab/bamgineer","Bamgineer","http://data.gesis.org/somesci/PMC5891060",,,,,,,,,
"https://www.wikidata.org/wiki/Q4751099","AFNI","http://data.gesis.org/somesci/PMC5922579",,,,,,,,,
"https://afni.nimh.nih.gov/pub/dist/doc/program_help/3dDespike.html","3dDespike","http://data.gesis.org/somesci/PMC5922579",,,,,,,,,
"https://www.wikidata.org/wiki/Q4751099","AFNI","http://data.gesis.org/somesci/PMC5922579",,,,,,,,,
"https://www.wikidata.org/wiki/Q2003932","SAS","http://data.gesis.org/somesci/PMC5941044",,,,,,,,,
"https://www.wikidata.org/wiki/Q2038919","OpenSim","http://data.gesis.org/somesci/PMC6061994",,,,,,,"Apache License",,
"http://www.bionut.ki.se/users/pesv/podbat","Podbat","http://data.gesis.org/somesci/PMC3161910",,,,,,,"GNU LGPL",,
"https://sourceforge.net/projects/andestools","ANDES","http://data.gesis.org/somesci/PMC2921379",,,,,,,,,"ANalyses of DEep Sequencing"
"https://digitalinsights.qiagen.com/products-overview/discovery-insights-portfolio/analysis-and-visualization/qiagen-ipa","Ingenuity Pathway Analyser","http://data.gesis.org/somesci/PMC6110470",,,"[43]",,,,,"IPA",
"http://www.haplotype-reference-consortium.org","Haplotype Reference Consortium","http://data.gesis.org/somesci/PMC6345421",,,"[54]",,,,,"HRC",
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC6322718","17","SPSS Inc.",,,,,,"PASW",
"https://www.wikidata.org/wiki/Q181596","Statistical Program for the Social Sciences","http://data.gesis.org/somesci/PMC6333370","24","IBM Inc.",,,,,,"SPSS",
"https://www.wikidata.org/wiki/Q1204300","STATA","http://data.gesis.org/somesci/PMC6221271","12.1","Stata Corp",,,"IC",,,,
"https://www.wikidata.org/wiki/Q129793","Photoshop","http://data.gesis.org/somesci/PMC7298014","19.1.8","Adobe",,,"CC",,,,
"https://www.wikidata.org/wiki/Q1243769","Quicktime","http://data.gesis.org/somesci/PMC7298014","7.6.3","Apple",,,"Pro",,,,
"https://www.wikidata.org/wiki/Q2003932","SAS","http://data.gesis.org/somesci/PMC2582449","9.1","SAS Institute Inc.",,,"STAT",,,,
"https://www.wikidata.org/wiki/Q215016","Illustrator","http://data.gesis.org/somesci/PMC7298014","22.1",,,,"CC",,,,
"https://www.wikidata.org/wiki/Q1204300","STATA","http://data.gesis.org/somesci/PMC3393741",".9",,,,"SE",,,,
"https://www.wikidata.org/wiki/Q1204300","Stata","http://data.gesis.org/somesci/PMC6136735",,,,,"SE",,,,
"https://www.wikidata.org/wiki/Q85738947","ANNOVAR","http://data.gesis.org/somesci/PMC6110470",,,"[31]",,,"2015, Mar22",,,
"https://www.wikidata.org/wiki/Q169478","MATLAB","http://data.gesis.org/somesci/PMC6219793",,,"[38]",,,"R2016b",,,
"https://www.wikidata.org/wiki/Q1355082","Prism","http://data.gesis.org/somesci/PMC6334909","6.0f","GraphPad Software, Inc.",,,,"2014",,,
"https://www.wikidata.org/wiki/Q181596","SPSS Statistics","http://data.gesis.org/somesci/PMC6737803","22.0","IBM Corp.",,,,"2013",,,
"https://www.wikidata.org/wiki/Q181596","SPSS Statistics","http://data.gesis.org/somesci/PMC6737803","22.0","IBM",,,,"2013",,,
"https://www.wikidata.org/wiki/Q2378","Visual Basic","http://data.gesis.org/somesci/PMC6169876",,"Microsoft",,,,"2010",,,
"https://www.wikidata.org/wiki/Q2378","Visual Basic","http://data.gesis.org/somesci/PMC6169876",,"Microsoft Corp.",,,,"2010",,,
"https://www.wikidata.org/wiki/Q169478","MATLAB","http://data.gesis.org/somesci/PMC6239323",,"The MathWorks, Inc.",,,,"2017b",,,
"https://www.wikidata.org/wiki/Q11272","Excel","http://data.gesis.org/somesci/PMC6239323",,"Microsoft",,,,"2013",,,
"https://www.wikidata.org/wiki/Q11272","Excel","http://data.gesis.org/somesci/PMC6239323",,"Microsoft Corporation",,,,"2013",,,
"https://www.wikidata.org/wiki/Q169478","Matlab","http://data.gesis.org/somesci/PMC6258523",,"Mathworks",,,,"2014a",,,
"https://kim.bio.upenn.edu/software/pivot.shtml","PIVOT","http://data.gesis.org/somesci/PMC6411919",,"Kim Lab","[65]","http://kim.bio.upenn.edu/software/pivot.shtml",,,,,
"https://www.wikidata.org/wiki/Q5533486","Genome browser","http://data.gesis.org/somesci/PMC2644762",,"UCSC",,"http://genome.ucsc.edu/",,,,,
"https://www.wikidata.org/wiki/Q41566485","SPM","http://data.gesis.org/somesci/PMC6147600","12",,,"www.fil.ion.ucl.ac.uk/spm",,,,,
"https://github.com/sbrg/cobrame","COBRAme","http://data.gesis.org/somesci/PMC6049947",,,,"https://github.com/SBRG/cobrame",,,,,
"https://www.wikidata.org/wiki/Q2038919","OpenSim","http://data.gesis.org/somesci/PMC6061994",,,,"simtk.org",,,,,
"https://bioconductor.org/packages/scPipe","scPipe","http://data.gesis.org/somesci/PMC6105007",,,,"https://www.bioconductor.org/packages/scPipe",,,,,
"https://bioconductor.org/packages/GeneOverlap","GeneOverlap","http://data.gesis.org/somesci/PMC6110470",,,,"https://bioconductor.org/packages/release/bioc/html/GeneOverlap.html",,,,,
"https://www.wikidata.org/wiki/Q101554882","Soscisurvey","http://data.gesis.org/somesci/PMC6112653",,,,"www.soscisurvey.de",,,,,
"https://github.com/mlbendall/telescope","Telescope","http://data.gesis.org/somesci/PMC6786656",,,,"https://github.com/mlbendall/telescope",,,,,
"https://www.wikidata.org/wiki/Q18387989","TargetScan","http://data.gesis.org/somesci/PMC6910861",,,,"http://www.targetscan.org",,,,,
"https://www.theppinetwork.com","PPI Network","http://data.gesis.org/somesci/PMC6910861",,,,"https://www.theppinetwork.com/",,,,,
"http://apps.cytoscape.org/apps/mcode","MCODE","http://data.gesis.org/somesci/PMC6910861",,,,"http://apps.cytoscape.org/apps/mcode",,,,,
"http://bioinfo.unice.fr/ohm","OHM","http://data.gesis.org/somesci/PMC2447727",,,,"http://bioinfo.unice.fr/ohm/",,,,,
"http://epigraph.mpi-inf.mpg.de","EpiGRAPH","http://data.gesis.org/somesci/PMC2688269",,,,"http://epigraph.mpi-inf.mpg.de/",,,,,
"http://csg.sph.umich.edu/abecasis/metal","METAL","http://data.gesis.org/somesci/PMC2987837",,,,"www.sph.umich.edu/csg/abecasis/metal",,,,,
"https://www.wikidata.org/wiki/Q28865","Python","http://data.gesis.org/somesci/PMC3173492",,,,"http://www.nltk.org/",,,,,
"https://www.wikidata.org/wiki/Q3699942","Cytoscape","http://data.gesis.org/somesci/PMC3485322",,,,"http://cytoscapeweb.cytoscape.org/documentation/layout",,,,,
"https://github.com//bionomicron/Redirector.git","Redirector","http://data.gesis.org/somesci/PMC3547792",,,,"https://github.com//bionomicron/Redirector.git",,,,,
"http://biocomputer.bio.cuhk.edu.hk/T3DB/T3_MM.php","T3_MM","http://data.gesis.org/somesci/PMC3589343",,,,"http://biocomputer.bio.cuhk.edu.hk/T3DB/T3_MM.php",,,,,
"https://github.com/Chaste/Chaste","Chaste","http://data.gesis.org/somesci/PMC3597547",,,,"http://www.cs.ox.ac.uk/chaste/download",,,,,
"https://github.com/Chaste/Chaste","Chaste","http://data.gesis.org/somesci/PMC3597547",,,,"http://www.cs.ox.ac.uk/chaste",,,,,
"http://code.google.com/p/biographer","biographer","http://data.gesis.org/somesci/PMC3661053",,,,"http://biographer.biologie.hu-berlin.de/",,,,,
"http://visant.bu.edu","VisANT","http://data.gesis.org/somesci/PMC368431",,,,"http://visant.bu.edu",,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS Statistics","http://data.gesis.org/somesci/PMC6042753","22","IBM","[39]",,,,,,
"https://www.processmacro.org","PROCESS","http://data.gesis.org/somesci/PMC6201949","2.16","Hayes","[53]",,,,,,
"https://ambermd.org/AmberTools.php","AMBERTOOLS","http://data.gesis.org/somesci/PMC6017189","16",,"[55,56]",,,,,,
"https://palaeo-electronica.org/2001_1/past/issue1_01.htm","PAST","http://data.gesis.org/somesci/PMC6063436","2.17c",,"[21]",,,,,,
"https://palaeo-electronica.org/2001_1/past/issue1_01.htm","PAST","http://data.gesis.org/somesci/PMC6063436","2.17c",,"[21]",,,,,,
"https://www.wikidata.org/wiki/Q18359288","PLINK","http://data.gesis.org/somesci/PMC6110470","1.9",,"[29]",,,,,,
"https://github.com/arq5x/bedtools2","bedtools","http://data.gesis.org/somesci/PMC6110470","2.5",,"[36]",,,,,,
"https://www.wikidata.org/wiki/Q18359288","PLINK","http://data.gesis.org/somesci/PMC6110470","1.9",,"[29]",,,,,,
"https://www.wikidata.org/wiki/Q1204300","Stata","http://data.gesis.org/somesci/PMC6114278","12",,"[50]",,,,,,
"https://www.wikidata.org/wiki/Q206904","R","http://data.gesis.org/somesci/PMC6235347","3.4.0",,"[21]",,,,,,
"https://cran.r-project.org/package=psych","psych","http://data.gesis.org/somesci/PMC6235347","1.7.5",,"[23]",,,,,,
"https://cran.r-project.org/package=tidyr","tidyr","http://data.gesis.org/somesci/PMC6235347","0.6.3",,"[24]",,,,,,
"https://www.wikidata.org/wiki/Q104854189","dplyr","http://data.gesis.org/somesci/PMC6235347","0.5.0",,"[22]",,,,,,
"https://www.wikidata.org/wiki/Q18215965","Psychtoolbox","http://data.gesis.org/somesci/PMC6258523","3",,"[56]",,,,,,
"https://mathgen.stats.ox.ac.uk/genetics_software/shapeit/shapeit.html","SHAPEITv","http://data.gesis.org/somesci/PMC6345421","2",,"[61]",,,,,,
"https://mathgen.stats.ox.ac.uk/genetics_software/snptest/snptest.html","SNPTEST","http://data.gesis.org/somesci/PMC6345421","2.5",,"[65]",,,,,,
"https://cran.r-project.org/package=rms","rms","http://data.gesis.org/somesci/PMC6345421","4.5.0",,"[71]",,,,,,
"http://liulab.dfci.harvard.edu/MACS","MACS","http://data.gesis.org/somesci/PMC6719071","2",,"[21]",,,,,,
"https://www.wikidata.org/wiki/Q206904","R","http://data.gesis.org/somesci/PMC7072535","2.15",,"[17]",,,,,,
"https://bioconductor.org","BioConductor","http://data.gesis.org/somesci/PMC7072535","2.10",,"[18]",,,,,,
"http://varscan.sourceforge.net","VarScan","http://data.gesis.org/somesci/PMC7519650","2",,"[40]",,,,,,
"https://github.com/usadellab/Trimmomatic","Trimmomatic","http://data.gesis.org/somesci/PMC7641733","32.0",,"[52]",,,,,,
"https://web.stanford.edu/group/pritchardlab/structure.html","Structure","http://data.gesis.org/somesci/PMC2731885","2.2",,"[71]",,,,,,
"https://www.statmodel.com","Mplus","http://data.gesis.org/somesci/PMC2953514","6.0",,"[43]",,,,,,
"https://www.wikidata.org/wiki/Q51715613","SHELXS","http://data.gesis.org/somesci/PMC3120364","97",,"Sheldrick, 2008",,,,,,
"https://www.wikidata.org/wiki/Q5531616","Geneious","http://data.gesis.org/somesci/PMC3338667","5.5",,"[26]",,,,,,
"https://bmsr.usc.edu/software/adapt","ADAPT","http://data.gesis.org/somesci/PMC3406004","II",,"[44]",,,,,,
"http://www1.montpellier.inra.fr/CBGP/diyabc","DIYABC","http://data.gesis.org/somesci/PMC3485250","1.0.4.45beta",,"[66]",,,,,,
"https://www.nucleics.com/DNA_sequencing_support/Trace_viewer_reviews/BioEdit","BioEdit","http://data.gesis.org/somesci/PMC3494716","7.0.0",,"[30]",,,,,,
"https://www.wikidata.org/wiki/Q1204300","STATA","http://data.gesis.org/somesci/PMC3507871","11.2",,"[44]",,,,,,
"http://www1.montpellier.inra.fr/CBGP/software/Bottleneck/bottleneck.html","Bottleneck","http://data.gesis.org/somesci/PMC3566204","1.2.02",,"[65]",,,,,,
"https://www.wikidata.org/wiki/Q1204300","STATA","http://data.gesis.org/somesci/PMC3591425","11",,"[28]",,,,,,
"https://www.wikidata.org/wiki/Q7394951","SUDAAN","http://data.gesis.org/somesci/PMC3660607","10.0",,"[31]",,,,,,
"https://www.wikidata.org/wiki/Q51715613","SHELXTL","http://data.gesis.org/somesci/PMC6017189",,,"[63]",,,,,,
"http://www.cgl.ucsf.edu/chimera","Chimera","http://data.gesis.org/somesci/PMC6017189",,,"[53]",,,,,,
"https://github.com/CellProfiler","CellProfiler","http://data.gesis.org/somesci/PMC6029841",,,"[4]",,,,,,
"https://www.wikidata.org/wiki/Q206904","R","http://data.gesis.org/somesci/PMC6042753",,,"[40]",,,,,,
"https://github.com/opencobra/cobrapy","COBRApy","http://data.gesis.org/somesci/PMC6049947",,,"[18]",,,,,,
"https://www.wikidata.org/wiki/Q7388648","SAMtools","http://data.gesis.org/somesci/PMC6110470",,,"[28]",,,,,,
"https://github.com/samtools/bcftools","BCFtools","http://data.gesis.org/somesci/PMC6110470",,,"[28]",,,,,,
"https://statgen.bitbucket.io/xhmm","XHMM","http://data.gesis.org/somesci/PMC6110470",,,"[35]",,,,,,
"https://cran.r-project.org/package=mice","mice","http://data.gesis.org/somesci/PMC6112653",,,"[36]",,,,,,
"https://cran.r-project.org/package=caret","caret","http://data.gesis.org/somesci/PMC6269088",,,"[45]",,,,,,
"https://www.wikidata.org/wiki/Q18359288","PLINK","http://data.gesis.org/somesci/PMC6345421",,,"[58]",,,,,,
"https://github.com/hmgu-itg/metacarpa","METACARPA","http://data.gesis.org/somesci/PMC6345421",,,"[75]",,,,,,
"https://people.virginia.edu/~wc9c/KING","KING","http://data.gesis.org/somesci/PMC6345421",,,"[60]",,,,,,
"https://alkesgroup.broadinstitute.org/BOLT-LMM","BOLT-LMM","http://data.gesis.org/somesci/PMC6345421",,,"[66]",,,,,,
"https://bioconductor.org/packages/edgeR","EdgeR","http://data.gesis.org/somesci/PMC6411919",,,"[64]",,,,,,
"http://kobas.cbi.pku.edu.cn","KOBAS","http://data.gesis.org/somesci/PMC6719071",,,"[15]",,,,,,
"https://www.wikidata.org/wiki/Q7305527","REDCap","http://data.gesis.org/somesci/PMC7519650",,,"[38]",,,,,,
"https://www.wikidata.org/wiki/Q7388648","samtools","http://data.gesis.org/somesci/PMC7519650",,,"[41]",,,,,,
"http://bioconductor.org/packages/MutationalPatterns","MutationalPatterns","http://data.gesis.org/somesci/PMC7519650",,,"[47]",,,,,,
"https://github.com/ding-lab/msisensor","MSIsensor","http://data.gesis.org/somesci/PMC7519650",,,"[50]",,,,,,
"https://github.com/COMBINE-lab/Salmon","Salmon","http://data.gesis.org/somesci/PMC7519650",,,"[51]",,,,,,
"https://www.wikidata.org/wiki/Q30593150","SnpEff","http://data.gesis.org/somesci/PMC7519650",,,"[21]",,,,,,
"http://novosnp.bioinf.be","NovoSNP","http://data.gesis.org/somesci/PMC1274293",,,"[17]",,,,,,
"https://www.wikidata.org/wiki/Q7095785","OpenEpi","http://data.gesis.org/somesci/PMC3314648",,,"[25]",,,,,,
"https://www.wikidata.org/wiki/Q18215965","Psychophysics Toolbox","http://data.gesis.org/somesci/PMC3341400",,,"[36]",,,,,,
"https://www.guimaraes.bio.br/soft.html","Aninhado","http://data.gesis.org/somesci/PMC3460928",,,"[3]",,,,,,
"https://amaral.northwestern.edu/resources/software/netcarto","netcarto","http://data.gesis.org/somesci/PMC3460928",,,"[5]",,,,,,
"https://www1.montpellier.inra.fr/CBGP/software/FreeNA","FREENA","http://data.gesis.org/somesci/PMC3485250",,,"[56]",,,,,,
"https://www.wikidata.org/wiki/Q3699942","Cytoscape","http://data.gesis.org/somesci/PMC3485322",,,"[19]",,,,,,
"https://cran.r-project.org/package=tnet","tnet","http://data.gesis.org/somesci/PMC3536769",,,"[21]",,,,,,
"https://cran.r-project.org/package=tnet","tnet","http://data.gesis.org/somesci/PMC3536769",,,"[21]",,,,,,
"https://cran.r-project.org/package=MCMCglmm","MCMCglmm","http://data.gesis.org/somesci/PMC3561353",,,"[74]",,,,,,
"https://cran.r-project.org/package=lme4","lme4","http://data.gesis.org/somesci/PMC3561353",,,"[72]",,,,,,
"https://www.wikidata.org/wiki/Q206904","R","http://data.gesis.org/somesci/PMC6345421",,,"[72]",,,,,,
"https://bioconductor.org/packages/SomaticSignatures","SomaticSignatures","http://data.gesis.org/somesci/PMC7519650",,,"[46]",,,,,,
"https://www.wikidata.org/wiki/Q1355082","Prism","http://data.gesis.org/somesci/PMC5968553","5","GraphPad",,,,,,,
"https://www.wikidata.org/wiki/Q1355082","Prism","http://data.gesis.org/somesci/PMC5968553","5","GraphPad Software",,,,,,,
"https://www.wikidata.org/wiki/Q1204300","STATA","http://data.gesis.org/somesci/PMC5978990","14","StataCorp",,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC6034783","22.0","SPSS",,,,,,,
"https://www.wikidata.org/wiki/Q2003932","SAS","http://data.gesis.org/somesci/PMC6047798","9.3","SAS Institute",,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS Statistics","http://data.gesis.org/somesci/PMC6059491","21","IBM",,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC6124718","23","IBM",,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC6147632","17.0","IBM",,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC6226182","19.0","SPSS Inc.",,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS","http://data.gesis.org/somesci/PMC6261107","21","IBM",,,,,,,
"https://www.wikidata.org/wiki/Q1204300","Stata","http://data.gesis.org/somesci/PMC6301656","11","StataCorp LP.",,,,,,,
"https://www.wikidata.org/wiki/Q181596","SPSS Statistics","http://data.gesis.org/somesci/PMC6328181","23","IBM",,,,,,,
"https://www.wikidata.org/wiki/Q1788435","Statistica","http://data.gesis.org/somesci/PMC6338373","10.0","StatSoft",,,,,,,
"https://www.wikidata.org/wiki/Q1204300","Stata","http://data.gesis.org/somesci/PMC6347236","13.1","Stata Corp",,,,,,,
"https://www.wikidata.org/wiki/Q4049465","SigmaPlot","http://data.gesis.org/somesci/PMC6354989","12.3","SYSTAT Software Inc.",,,,,,,
"https://www.wikidata.org/wiki/Q1355082","Prism","http://data.gesis.org/somesci/PMC6487331","7.0","GraphPad",,,,,,,
"https://www.wikidata.org/wiki/Q1355082","Prism","http://data.gesis.org/somesci/PMC6487331","7.0","GraphPad Software",,,,,,,
"https://www.wikidata.org/wiki/Q1355082","Prism","http://data.gesis.org/somesci/PMC6541987","5.0","GraphPad",,,,,,,
"https://www.emka.fr/product/iox2-software","Iox","http://data.gesis.org/somesci/PMC6627141","2.9.5.73","Emka Technologies",,,,,,,
"https://www.emka.fr/product/iox2-software","Iox","http://data.gesis.org/somesci/PMC6627141","2.9.5.73","Emka Technologies",,,,,,,
"https://www.cytivalifesciences.com/imagingsoftware","ImageQuant TL","http://data.gesis.org/somesci/PMC6773754","7.0","GE Healthcare",,,,,,,
"https://www.wikidata.org/wiki/Q1659584","ImageJ","http://data.gesis.org/somesci/PMC6773754","1.51 u","National Institutes of Health",,,,,,,
